id|label|vocoder|language|speaker
/ASVspoof2019/train/flac/LA_T_1138215.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1271820.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1272637.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1276960.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1341447.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1363611.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1596451.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1608170.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1684951.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1699801.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1703395.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1736342.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1779188.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1786825.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1787246.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_1905558.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_2205687.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_2220901.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_2361751.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_2373806.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_2417641.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_2520083.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_2562689.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_2564579.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_2732709.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_2759900.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_2838981.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_2873890.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_2938316.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3131990.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3141223.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3167734.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3187715.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3215578.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3247389.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3346004.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3441957.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3561136.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3576775.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3580508.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3635733.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3636245.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3810183.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3849267.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3995089.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3999087.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_3999267.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_4053835.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_4118798.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_4155454.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_4179989.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_4197307.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_4237787.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_4239283.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_4244329.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_4339311.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_4362109.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_4428691.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_4752788.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_4756464.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_4822766.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_5096578.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_5161420.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_5191549.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_5337549.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_5387852.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_5521272.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_5761909.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_5777819.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_5785306.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_5954195.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6058143.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6074694.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6105178.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6200206.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6214695.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6324553.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6335714.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6370865.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6405980.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6426017.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6492747.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6618587.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6630946.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6721654.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6736628.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6768659.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_6960204.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_7122854.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_7123800.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_7248140.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_7288400.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_7397041.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_7677120.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_7737943.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_7744923.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_8115679.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_8145267.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_8324598.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_8449978.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_8458654.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_8507928.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_8638376.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_8682959.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_9107429.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_9152126.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_9188299.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_9258514.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_9341221.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_9431341.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_9437384.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_9456128.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_9488159.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_9515789.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_9526930.flac|real|real|English|LA_0079
/ASVspoof2019/train/flac/LA_T_9534983.flac|real|real|English|LA_0079
