id|label|vocoder|language|speaker
/VCC2020/train/wav/vcc2020_database_groundtruth_TFM1_E30015.wav|real|real|unknown|unknown
/VCC2020/train/wav/T10_task1_team10_intra-TEM2_SEF1_E30005.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T07_task2_team07_cross-TGM1_SEM1_E30004.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T03_task1_team03_intra-TEM1_SEM1_E30001.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/source_SEM2_E10056.wav|real|real|unknown|unknown
/VCC2020/train/wav/T24_task2_team24_cross-TFM1_SEM1_E30005.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T07_task2_team07_cross-TMF1_SEF1_E30005.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T16_task2_team16_cross-TFM1_SEM1_E30002.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T07_task1_team07_intra-TEF1_SEM2_E30002.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/target_task1_TEM2_E10070.wav|real|real|unknown|unknown
/VCC2020/train/wav/T10_task2_team10_cross-TFM1_SEM1_E30004.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T15_task2_team15_cross-TGM1_SEM2_E30001.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T03_task1_team03_intra-TEM2_SEM2_E30005.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/SOU_task2_team34_cross-TFM1_SEM2_E30003.wav|real|real|unknown|unknown
/VCC2020/train/wav/T13_task1_team13_intra-TEM2_SEF1_E30001.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T02_task1_team02_intra-TEM1_SEM2_E30001.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T20_task2_team20_cross-TFF1_SEM2_E30003.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T08_task1_team08_intra-TEF1_SEF1_E30005.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T20_task2_team20_cross-TMM1_SEF1_E30002.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T26_task1_team26_intra-TEM1_SEM1_E30004.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T26_task2_team26_cross-TFF1_SEF1_E30005.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T22_task2_team22_cross-TGM1_SEM2_E30004.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T26_task1_team26_intra-TEM1_SEF2_E30002.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T21_task1_team21_intra-TEM1_SEF2_E30002.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T13_task1_team13_intra-TEM1_SEM1_E30002.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/target_task2_TGM1_G10015.wav|real|real|unknown|unknown
/VCC2020/train/wav/T26_task1_team26_intra-TEM2_SEM1_E30004.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T31_task1_team31_intra-TEF2_SEM1_E30001.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/vcc2020_database_groundtruth_TEM1_E30008.wav|real|real|unknown|unknown
/VCC2020/train/wav/target_task2_TMF1_M10057.wav|real|real|unknown|unknown
/VCC2020/train/wav/T25_task2_team25_cross-TFF1_SEF1_E30002.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T19_task2_team19_cross-TFF1_SEM1_E30003.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/target_task1_TEM2_E20013.wav|real|real|unknown|unknown
/VCC2020/train/wav/T23_task1_team23_intra-TEF1_SEF2_E30004.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T02_task2_team02_cross-TFF1_SEM1_E30005.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T03_task1_team03_intra-TEM1_SEM2_E30001.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T13_task1_team13_intra-TEM2_SEM2_E30005.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T12_task2_team12_cross-TGM1_SEF2_E30002.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T10_task2_team10_cross-TGM1_SEM1_E30005.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T24_task1_team24_intra-TEM2_SEF2_E30004.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/target_task2_TGF1_G10001.wav|real|real|unknown|unknown
/VCC2020/train/wav/T20_task2_team20_cross-TFF1_SEM2_E30001.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T24_task2_team24_cross-TMM1_SEM2_E30005.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/vcc2020_database_groundtruth_TFF1_E30023.wav|real|real|unknown|unknown
/VCC2020/train/wav/T23_task2_team23_cross-TFF1_SEM1_E30001.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/target_task1_TEF2_E10061.wav|real|real|unknown|unknown
/VCC2020/train/wav/SOU_task2_team34_cross-TMM1_SEF1_E30001.wav|real|real|unknown|unknown
/VCC2020/train/wav/T11_task2_team11_cross-TMF1_SEF1_E30002.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T06_task1_team06_intra-TEM2_SEM1_E30005.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T01_task1_team01_intra-TEM2_SEM2_E30005.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T06_task1_team06_intra-TEM1_SEF1_E30002.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T32_task1_team32_intra-TEM2_SEM2_E30004.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/source_SEF2_E10004.wav|real|real|unknown|unknown
/VCC2020/train/wav/T04_task1_team04_intra-TEM1_SEM2_E30004.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T32_task2_team32_cross-TFM1_SEM1_E30004.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T33_task2_team33_cross-TMM1_SEM2_E30001.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/target_task2_TGM1_G10006.wav|real|real|unknown|unknown
/VCC2020/train/wav/T20_task1_team20_intra-TEM2_SEF2_E30003.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T23_task2_team23_cross-TGF1_SEM2_E30002.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T07_task1_team07_intra-TEM1_SEF2_E30003.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T02_task2_team02_cross-TFM1_SEF2_E30002.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T23_task2_team23_cross-TMF1_SEF1_E30005.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/source_SEF1_E10014.wav|real|real|unknown|unknown
/VCC2020/train/wav/T13_task1_team13_intra-TEF2_SEM1_E30005.wav|fake|synthetic|unknown|unknown
/VCC2020/train/wav/T02_task1_team02_intra-TEF2_SEM1_E30005.wav|fake|synthetic|unknown|unknown
